time-stamp,java-file,seed,smt-result,error-message,smt-time,total-time,data-nodes,ctrl-nodes,mem-nodes
2026-05-27 05:23:46.822349229 UTC,Test3778.java,2385596266348153333,Unsat,,0.017173367s,0.053056053s,38,8,2
2026-05-27 05:23:53.594367989 UTC,Test3779.java,9543851170058016953,Unsat,,0.02690454s,0.215658611s,151,36,4
2026-05-27 05:24:01.00690152 UTC,Test3780.java,2735394920933929450,Unsat,,0.021550678s,0.125153926s,83,20,2
2026-05-27 05:24:08.414714304 UTC,Test3781.java,7844622978066038793,Unsat,,0.021837712s,0.118562573s,95,12,2
2026-05-27 05:24:15.564017045 UTC,Test3782.java,565148500110531483,Unsat,,0.019315796s,0.150503871s,83,20,4
2026-05-27 05:24:22.847563967 UTC,Test3783.java,15786562910113409452,Unsat,,0.019801658s,0.137602243s,89,20,2
2026-05-27 05:24:30.154411525 UTC,Test3784.java,509117526209638871,Unknown,timeout,45.909144721s,46.159749019s,169,68,20
2026-05-27 05:25:23.763270324 UTC,Test3785.java,7659365121493822633,Unknown,timeout,46.452161036s,47.001463986s,168,80,7
2026-05-27 05:26:18.237764978 UTC,Test3786.java,6613842867933536476,Unsat,,0.057133003s,0.239718617s,159,30,8
2026-05-27 05:26:25.595592647 UTC,Test3787.java,17355670889426816939,Unknown,timeout,46.089144938s,46.190672032s,89,12,2
2026-05-27 05:27:18.923433456 UTC,Test3788.java,10355208938423823352,Unsat,,0.012081516s,0.040544891s,13,4,2
2026-05-27 05:27:25.873653274 UTC,Test3789.java,286757294856508487,Unsat,,9.890523825s,10.500970317s,198,104,6
2026-05-27 05:27:43.891819175 UTC,Test3790.java,14184706805713605150,Unsat,,0.018687484s,0.105468713s,75,20,2
2026-05-27 05:27:51.383613494 UTC,Test3791.java,8160800747041823897,Unsat,,0.01157134s,0.064867468s,6,4,2
2026-05-27 05:27:58.438696149 UTC,Test3792.java,15012048961571289810,Unsat,,0.017726472s,0.081152014s,52,4,2
2026-05-27 05:28:05.27994445 UTC,Test3793.java,16878516249167460713,Unsat,,0.015218s,0.05253931s,35,4,2
2026-05-27 05:28:12.113842239 UTC,Test3794.java,17301214522019009515,Unknown,timeout,46.23204099s,46.347131544s,109,20,3
2026-05-27 05:29:05.59075826 UTC,Test3795.java,15033631096550784857,Unknown,timeout,46.092182545s,46.267873481s,171,45,13
2026-05-27 05:29:59.233533667 UTC,Test3796.java,637364408609110065,Unsat,,0.038387481s,0.224971748s,61,24,3
2026-05-27 05:30:06.686941623 UTC,Test3797.java,13944170495080499514,Unsat,,0.032537379s,0.231623499s,153,28,2
2026-05-27 05:30:14.055558177 UTC,Test3798.java,17207975836645875777,Unknown,timeout,45.415286932s,45.481285109s,63,12,3
2026-05-27 05:31:06.220827242 UTC,Test3799.java,17576323716159241673,Unsat,,0.036493091s,0.32106543s,147,44,4
2026-05-27 05:31:13.942076805 UTC,Test3800.java,3659938828732884278,Unsat,,0.018141293s,0.093146215s,71,12,2
2026-05-27 05:31:21.239700861 UTC,Test3801.java,6832317907376103726,Unsat,,0.013886433s,0.060371626s,47,4,5
2026-05-27 05:31:27.970682911 UTC,Test3802.java,6292455447278011491,Unknown,timeout,46.024994457s,46.259986965s,101,20,2
2026-05-27 05:32:21.699347341 UTC,Test3803.java,13571145991999558067,Unsat,,0.015162832s,0.056271146s,42,4,2
2026-05-27 05:32:28.198575169 UTC,Test3804.java,1412053437825723756,Unsat,,0.026375987s,0.174961389s,127,40,2
2026-05-27 05:32:35.068809205 UTC,Test3805.java,14066340967571811200,Unknown,timeout,45.276991973s,45.761445001s,146,81,13
2026-05-27 05:33:27.835544507 UTC,Test3806.java,886125487124424187,Unsat,,0.02135759s,0.104734653s,75,12,2
2026-05-27 05:33:34.96739526 UTC,Test3807.java,9744291272485970463,Unsat,,0.016820457s,0.059596028s,32,4,2
2026-05-27 05:33:41.726334889 UTC,Test3808.java,4941893921293354754,Unsat,,0.012092563s,0.055789889s,38,20,4
2026-05-27 05:33:48.669401418 UTC,Test3809.java,95540270376704838,Unsat,,0.015104785s,0.056490582s,40,12,3
2026-05-27 05:33:55.449682652 UTC,Test3810.java,15702856195282573837,Unsat,,0.01565468s,0.048836276s,26,4,2
2026-05-27 05:34:02.049457829 UTC,Test3811.java,12948667253967271103,Unsat,,0.025685928s,0.176601761s,97,40,6
2026-05-27 05:34:09.341587749 UTC,Test3812.java,2965223554702240593,Unsat,,0.015118121s,0.06607062s,37,4,2
2026-05-27 05:34:15.974382275 UTC,Test3813.java,12841649037814442867,Unsat,,0.027096894s,0.155029376s,77,12,4
2026-05-27 05:34:23.125382578 UTC,Test3814.java,11986009308471150526,Unknown,timeout,45.829745018s,45.942502622s,108,12,2
2026-05-27 05:35:16.343086345 UTC,Test3815.java,628103759206651185,Unsat,,3.6220484s,3.657757599s,38,4,2
2026-05-27 05:35:26.678466173 UTC,Test3816.java,5609343144139524875,Unsat,,0.018943945s,0.141478578s,89,20,4
2026-05-27 05:35:33.921107764 UTC,Test3817.java,14068518131330501386,Unknown,timeout,46.266853081s,46.742983197s,167,71,12
2026-05-27 05:36:27.903911219 UTC,Test3818.java,10400790490993537914,Unsat,,0.046860314s,0.265654219s,177,64,29
2026-05-27 05:36:35.023648148 UTC,Test3819.java,13004084677450151118,Unsat,,0.011732113s,0.068809389s,60,12,9
2026-05-27 05:36:41.489960141 UTC,Test3820.java,457335143323020495,Unsat,,0.024344097s,0.163799869s,125,20,2
2026-05-27 05:36:48.364041437 UTC,Test3821.java,5945995502874626611,Unsat,,0.020043685s,0.119637478s,81,20,2
2026-05-27 05:36:55.175829336 UTC,Test3822.java,1280048789218818893,Unsat,,0.015777747s,0.075745071s,43,12,2
2026-05-27 05:37:02.252394182 UTC,Test3823.java,12921366450612844280,Unsat,,0.011698569s,0.074074536s,65,16,3
2026-05-27 05:37:08.810409354 UTC,Test3824.java,18392135588141826558,Unsat,,0.589217441s,0.886913975s,224,106,22
2026-05-27 05:37:16.629814511 UTC,Test3825.java,4818170565814515388,Unknown,timeout,46.108856975s,46.273950393s,128,28,2
2026-05-27 05:38:09.693747141 UTC,Test3826.java,5402213070229136993,Unknown,timeout,45.655502137s,45.793837907s,101,32,8
2026-05-27 05:39:02.413223692 UTC,Test3827.java,13662960900811403230,Unsat,,0.026104392s,0.239171491s,131,53,4
2026-05-27 05:39:09.825926559 UTC,Test3828.java,14626146890073541501,Unsat,,0.023318258s,0.130227265s,109,12,2
2026-05-27 05:39:16.944030452 UTC,Test3829.java,15427940443922377139,Unsat,,0.019008604s,0.135637349s,99,12,6
2026-05-27 05:39:24.008073199 UTC,Test3830.java,7472191437222700606,Unsat,,0.013023046s,0.034153918s,12,4,2
2026-05-27 05:39:30.587620631 UTC,Test3831.java,9681333301600725489,Unsat,,0.027569419s,0.456831077s,156,36,4
2026-05-27 05:39:38.151282953 UTC,Test3832.java,10039494790895483166,Unsat,,0.016896123s,0.074870524s,61,12,2
2026-05-27 05:39:45.088628783 UTC,Test3833.java,3831420444205925925,Unknown,timeout,45.360975438s,45.47279528s,83,20,2
2026-05-27 05:40:37.607533733 UTC,Test3834.java,7371494080378485869,Unsat,,0.024749398s,0.140883756s,91,24,8
2026-05-27 05:40:44.900733861 UTC,Test3835.java,6037608123553978289,Unsat,,0.01277978s,0.03361224s,12,4,2
2026-05-27 05:40:51.688862638 UTC,Test3836.java,10321587729596714238,Unsat,,0.045616857s,0.208640449s,118,52,5
2026-05-27 05:40:59.170273766 UTC,Test3837.java,9051263338267370700,Unsat,,12.876351884s,13.322767661s,160,44,12
2026-05-27 05:41:20.041041393 UTC,Test3838.java,16686987676661196235,Unsat,,0.655917554s,0.73398967s,68,12,2
2026-05-27 05:41:28.056409812 UTC,Test3839.java,494509091736454740,Unsat,,0.030305744s,0.290243497s,107,34,2
2026-05-27 05:41:35.75463344 UTC,Test3840.java,12632629183747716662,Unsat,,0.033880978s,0.456415007s,122,52,2
2026-05-27 05:41:43.559599449 UTC,Test3841.java,12802828493397461008,Unsat,,0.017108149s,0.078762448s,56,12,2
2026-05-27 05:41:50.342369888 UTC,Test3842.java,5853464145007350423,Unsat,,0.022471501s,0.139693301s,105,20,2
2026-05-27 05:41:57.55570294 UTC,Test3843.java,1327285596153473705,Unsat,,0.031843935s,0.459576219s,166,44,2
2026-05-27 05:42:05.338309294 UTC,Test3844.java,6669720048540594776,Unsat,,0.019370988s,0.082697509s,34,4,2
2026-05-27 05:42:12.032823276 UTC,Test3845.java,1693736775563921922,Unsat,,0.246633421s,0.293960014s,48,12,3
2026-05-27 05:42:19.032218505 UTC,Test3846.java,18077925637260639707,Unsat,,20.908774174s,20.996034736s,69,12,6
2026-05-27 05:42:47.175114665 UTC,Test3847.java,15625323133321125850,Unsat,,0.023161978s,0.134680031s,107,12,2
2026-05-27 05:42:54.179600462 UTC,Test3848.java,2023321759637980664,Unsat,,0.024985023s,0.263336213s,159,64,7
2026-05-27 05:43:01.399065897 UTC,Test3849.java,1087208256116904478,Unsat,,0.018661058s,0.124690527s,76,20,4
2026-05-27 05:43:08.439941978 UTC,Test3850.java,10576499283149617342,Unsat,,25.392375233s,25.671930059s,118,29,2
2026-05-27 05:43:41.305010158 UTC,Test3851.java,17549859838366974878,Unsat,,0.021236012s,0.094646113s,68,4,2
2026-05-27 05:43:48.027858801 UTC,Test3852.java,5719719916433334115,Unsat,,0.018282465s,0.109478511s,74,20,2
2026-05-27 05:43:55.325102711 UTC,Test3853.java,7310001683198786322,Unsat,,0.024482364s,0.145209677s,81,20,4
2026-05-27 05:44:02.393017285 UTC,Test3854.java,655026463138770939,Unsat,,0.014989376s,0.087726018s,45,12,6
2026-05-27 05:44:09.601197764 UTC,Test3855.java,4344138653112315797,Unsat,,0.01459417s,0.050139491s,28,4,2
2026-05-27 05:44:16.199745032 UTC,Test3856.java,7646045916656295592,Unsat,,0.017665241s,0.106915992s,72,12,2
2026-05-27 05:44:23.178856132 UTC,Test3857.java,12026214973778346958,Unsat,,0.022251963s,0.149705984s,101,28,2
2026-05-27 05:44:30.400629259 UTC,Test3858.java,6831214924950420864,Unsat,,0.025403995s,0.173658821s,64,24,3
2026-05-27 05:44:37.850681957 UTC,Test3859.java,4996182972788774608,Unsat,,0.022907374s,0.326874577s,121,28,4
2026-05-27 05:44:45.339898255 UTC,Test3860.java,18116200151020937107,Unsat,,0.012290642s,0.041965433s,11,4,2
2026-05-27 05:44:52.020212026 UTC,Test3861.java,3777196976395974033,Unsat,,0.014160561s,0.050644613s,35,4,2
2026-05-27 05:44:58.607836181 UTC,Test3862.java,7118837543778610818,Unsat,,0.013261425s,0.042866292s,26,4,2
2026-05-27 05:45:05.089638706 UTC,Test3863.java,15625029533357036921,Unsat,,3.067283048s,3.333470321s,111,39,6
2026-05-27 05:45:15.655146008 UTC,Test3864.java,6177254948610373859,Unsat,,0.026331288s,0.225767236s,141,36,4
2026-05-27 05:45:22.815466652 UTC,Test3865.java,251165966437515770,Unsat,,0.011361016s,0.038701051s,14,4,2
2026-05-27 05:45:29.400737717 UTC,Test3866.java,3009082717539957402,Unsat,,0.029015884s,0.190690833s,135,32,8
2026-05-27 05:45:36.509991098 UTC,Test3867.java,12370395966261112310,Unsat,,0.023223855s,0.147153468s,122,28,2
2026-05-27 05:45:43.662005769 UTC,Test3868.java,3223624292260994598,Unsat,,0.01869576s,0.207291475s,69,20,4
2026-05-27 05:45:50.787747637 UTC,Test3869.java,3456518933441689268,Unsat,,26.921948978s,27.598651444s,216,88,8
2026-05-27 05:46:25.579869227 UTC,Test3870.java,9116561200305887632,Unsat,,0.021866523s,0.12596631s,87,37,7
2026-05-27 05:46:32.608015872 UTC,Test3871.java,11492231869665860352,Unsat,,0.013519261s,0.046892609s,18,4,2
2026-05-27 05:46:39.092358727 UTC,Test3872.java,12205920245686757887,Unsat,,8.266789532s,9.043341169s,230,104,18
2026-05-27 05:46:55.27811841 UTC,Test3873.java,16062361841432419975,Unsat,,0.019116849s,0.113582969s,68,12,8
2026-05-27 05:47:02.118337743 UTC,Test3874.java,12751032052357904912,Unsat,,0.45141269s,0.694452793s,186,60,8
2026-05-27 05:47:09.909112868 UTC,Test3875.java,6913210808482321232,Unknown,timeout,45.41249362s,45.494942973s,71,12,2
2026-05-27 05:48:02.526436794 UTC,Test3876.java,15080391862508933395,Unsat,,1.309394495s,1.403898179s,86,25,11
2026-05-27 05:48:10.647299536 UTC,Test3877.java,16833709595047109066,Unsat,,0.015294716s,0.050067362s,28,4,2
2026-05-27 05:48:17.293562289 UTC,Test3878.java,8297408558624437043,Unsat,,11.664930981s,11.956909517s,102,34,15
2026-05-27 05:48:36.116936071 UTC,Test3879.java,9731823036830408489,Unknown,timeout,45.456118061s,45.597543638s,121,40,8
2026-05-27 05:49:28.793333923 UTC,Test3880.java,17971661959873487970,Unsat,,0.017532369s,0.067857429s,49,12,3
2026-05-27 05:49:35.55453239 UTC,Test3881.java,17614046684572763905,Unsat,,0.030155413s,0.319393179s,143,28,2
2026-05-27 05:49:43.280431749 UTC,Test3882.java,622344077259407180,Unknown,timeout,46.24541464s,46.374505479s,121,20,2
2026-05-27 05:50:36.697012142 UTC,Test3883.java,14276353794861846589,Unsat,,0.018036646s,0.101785135s,69,12,3
2026-05-27 05:50:43.859809903 UTC,Test3884.java,1002095489991918778,Unsat,,0.0248035s,0.157273045s,84,40,5
2026-05-27 05:50:50.995051835 UTC,Test3885.java,13045765192896809372,Unsat,,0.011439578s,0.059710402s,4,4,2
2026-05-27 05:50:57.787217775 UTC,Test3886.java,9807637448462231590,Unsat,,0.011757037s,0.038444803s,8,4,2
2026-05-27 05:51:04.383801258 UTC,Test3887.java,12600812067721909353,Unsat,,0.017576731s,0.084451529s,55,12,6
2026-05-27 05:51:11.023827363 UTC,Test3888.java,17725226174758238419,Unknown,timeout,45.504525376s,45.849661857s,98,20,11
2026-05-27 05:52:03.453531486 UTC,Test3889.java,10687685713701375793,Unsat,,0.022117413s,0.283775718s,103,36,5
2026-05-27 05:52:10.869990718 UTC,Test3890.java,10378502616785084560,Unsat,,0.017294191s,0.048232778s,26,4,2
2026-05-27 05:52:17.559666106 UTC,Test3891.java,11688073823055895870,Unknown,timeout,46.709905994s,47.150674894s,157,48,11
2026-05-27 05:53:12.055636493 UTC,Test3892.java,4214326418337489114,Unsat,,0.026547198s,0.160233202s,112,44,3
2026-05-27 05:53:19.531342345 UTC,Test3893.java,694891166920185634,Unsat,,0.018153001s,0.085652188s,81,4,2
2026-05-27 05:53:26.228266665 UTC,Test3894.java,940774754246272206,Unknown,timeout,45.147245918s,45.225384793s,60,12,3
2026-05-27 05:54:18.453844679 UTC,Test3895.java,8782715193635279567,Unsat,,0.017328586s,0.079644278s,46,16,2
2026-05-27 05:54:25.404554967 UTC,Test3896.java,7789331776446003824,Unsat,,0.016132123s,0.062444808s,42,4,2
2026-05-27 05:54:31.866108579 UTC,Test3897.java,7893737610867987788,Unsat,,0.012750673s,0.154201571s,74,29,6
2026-05-27 05:54:38.951744762 UTC,Test3898.java,15760073325737625910,Unsat,,0.017793616s,0.093245752s,75,12,2
2026-05-27 05:54:45.96063257 UTC,Test3899.java,16277177487015350945,Unsat,,0.019941501s,0.115961365s,78,28,6
2026-05-27 05:54:53.050351175 UTC,Test3900.java,2500005586765108662,Unsat,,0.018337689s,0.116047734s,68,20,3
2026-05-27 05:55:00.120341138 UTC,Test3901.java,1512085104577119900,Unsat,,0.013853533s,0.050135981s,35,4,2
2026-05-27 05:55:06.707051049 UTC,Test3902.java,13551983681608151990,Unsat,,0.015169096s,0.062090342s,42,4,2
2026-05-27 05:55:13.281496178 UTC,Test3903.java,17514596664820659416,Unsat,,0.015031833s,0.063683173s,52,4,4
2026-05-27 05:55:19.987592376 UTC,Test3904.java,14059453074153666526,Unsat,,0.035015742s,0.195270718s,128,60,11
2026-05-27 05:55:27.363106782 UTC,Test3905.java,18035039099485484846,Unsat,,0.036987151s,0.417769721s,147,37,2
2026-05-27 05:55:35.551246654 UTC,Test3906.java,10088130680621241010,Unsat,,0.01199649s,0.083457684s,6,4,2
2026-05-27 05:55:43.274925479 UTC,Test3907.java,15761091946811308407,Unsat,,0.022413937s,0.167334703s,95,36,2
2026-05-27 05:55:50.674579727 UTC,Test3908.java,3071696755006959106,Unsat,,5.097910495s,5.338751566s,178,66,7
2026-05-27 05:56:03.24167018 UTC,Test3909.java,5872907985474750190,Unsat,,0.014571661s,0.067988622s,42,4,4
2026-05-27 05:56:10.380218045 UTC,Test3910.java,1182918528834321693,Unknown,timeout,45.516032882s,45.638606835s,101,36,7
2026-05-27 05:57:03.234817815 UTC,Test3911.java,13183116047983027575,Unknown,timeout,47.189589023s,47.374702145s,142,48,13
2026-05-27 05:57:57.851683305 UTC,Test3912.java,12840318338795102308,Unsat,,38.093455139s,38.267865693s,58,12,2
2026-05-27 05:58:42.8580926 UTC,Test3913.java,381717292002902235,Unsat,,0.023644542s,0.156027333s,103,20,2
2026-05-27 05:58:49.796993531 UTC,Test3914.java,7003283904978650532,Unsat,,0.025389942s,0.298468341s,131,28,2
2026-05-27 05:58:57.16243151 UTC,Test3915.java,7475004928114335136,Unsat,,0.017817084s,0.074750622s,59,8,2
2026-05-27 05:59:03.834238106 UTC,Test3916.java,1032834831177941038,Unsat,,0.020421982s,0.1445543s,113,20,4
2026-05-27 05:59:10.805083652 UTC,Test3917.java,3302800456569633260,Unsat,,0.017421275s,0.084929464s,75,12,2
2026-05-27 05:59:17.670852631 UTC,Test3918.java,5787426322975987064,Unsat,,0.018021164s,0.098077682s,59,12,2
2026-05-27 05:59:24.668331161 UTC,Test3919.java,11859570935903445397,Unsat,,0.023997963s,0.138017957s,109,20,2
2026-05-27 05:59:31.711727843 UTC,Test3920.java,18399985624437548588,Unsat,,0.01768368s,0.093072473s,67,12,2
2026-05-27 05:59:38.556041813 UTC,Test3921.java,8486198701751865181,Unsat,,0.028354031s,0.1690834s,93,40,6
2026-05-27 05:59:45.540409078 UTC,Test3922.java,9808710568490060722,Unsat,,0.025686951s,0.126962247s,91,12,2
2026-05-27 05:59:52.675706592 UTC,Test3923.java,14193750975796684504,Unsat,,0.017809776s,0.100139422s,74,12,4
2026-05-27 05:59:59.868339212 UTC,Test3924.java,12111501591415966048,Unknown,timeout,46.104645585s,46.235220678s,137,20,2
2026-05-27 06:00:53.207356026 UTC,Test3925.java,8700894143858822514,Unsat,,0.017692363s,0.070848499s,47,12,2
2026-05-27 06:01:00.627369869 UTC,Test3926.java,10639046201435033575,Unknown,timeout,46.081571101s,46.285924238s,147,28,2
2026-05-27 06:01:54.133432549 UTC,Test3927.java,8888861678285076486,Unsat,,0.03395463s,0.440042313s,153,40,11
2026-05-27 06:02:01.957287381 UTC,Test3928.java,12076003780697841373,Unsat,,0.016996103s,0.067373703s,56,4,2
2026-05-27 06:02:08.87446387 UTC,Test3929.java,10140374692852961009,Unknown,timeout,46.589780366s,46.721417205s,121,32,8
2026-05-27 06:03:02.705162342 UTC,Test3930.java,1067925372524654236,Unsat,,0.028571016s,0.189904682s,119,32,6
2026-05-27 06:03:10.360790058 UTC,Test3931.java,16809821466030158713,Unsat,,0.021023107s,0.115491362s,99,20,2
2026-05-27 06:03:17.597144231 UTC,Test3932.java,15167064810912064760,Unsat,,0.023356503s,0.088614445s,65,12,2
2026-05-27 06:03:24.885591931 UTC,Test3933.java,13511393794430103605,Unsat,,0.023982815s,0.150248075s,106,24,8
2026-05-27 06:03:32.23866043 UTC,Test3934.java,6498806781302867667,Unsat,,0.013877087s,0.048876935s,24,4,2
2026-05-27 06:03:38.937655239 UTC,Test3935.java,14681582125526250168,Unsat,,0.029597045s,0.228264984s,146,56,12
2026-05-27 06:03:46.164988006 UTC,Test3936.java,12184309896655974497,Unsat,,0.019455156s,0.130291295s,76,20,5
2026-05-27 06:03:53.274934313 UTC,Test3937.java,8017048575663755319,Unsat,,0.024580314s,0.141428967s,99,28,2
2026-05-27 06:04:00.499092526 UTC,Test3938.java,17181776885146986612,Unsat,,0.021863232s,0.119574844s,99,20,2
2026-05-27 06:04:07.915730438 UTC,Test3939.java,9038131912072883024,Unsat,,24.467110217s,25.062673761s,188,88,15
2026-05-27 06:04:39.984176913 UTC,Test3940.java,4165045530276101666,Unsat,,0.023333272s,0.153055692s,107,20,2
2026-05-27 06:04:47.023490287 UTC,Test3941.java,14544820317610619720,Unsat,,0.02393448s,0.283842711s,105,20,2
2026-05-27 06:04:54.411927561 UTC,Test3942.java,2023602875136174482,Unsat,,4.838945528s,4.890241256s,64,31,8
2026-05-27 06:05:05.942521705 UTC,Test3943.java,9013711402611758624,Unsat,,0.011355051s,0.034589283s,14,4,2
2026-05-27 06:05:12.474720931 UTC,Test3944.java,10595606752474433909,Unknown,timeout,46.125985684s,46.611017386s,160,80,17
2026-05-27 06:06:06.372065264 UTC,Test3945.java,5427814011543670392,Unknown,timeout,47.378914971s,47.822375152s,158,36,2
2026-05-27 06:07:01.450339876 UTC,Test3946.java,770528995198754997,Unsat,,0.029351521s,0.222544132s,157,28,6
2026-05-27 06:07:08.630220711 UTC,Test3947.java,1509590342725754221,Unsat,,1.860742597s,2.030722609s,114,68,3
2026-05-27 06:07:17.66924929 UTC,Test3948.java,13129828053464024300,Unknown,timeout,47.719006612s,47.889630133s,140,48,13
2026-05-27 06:08:12.517596119 UTC,Test3949.java,1038610901481290651,Unsat,,0.01159299s,0.073044821s,6,4,2
2026-05-27 06:08:20.237334145 UTC,Test3950.java,14548815420817169115,Unsat,,0.019051413s,0.113797167s,84,20,2
2026-05-27 06:08:27.279880203 UTC,Test3951.java,17756151251555992121,Unsat,,0.033002223s,0.267874112s,188,48,2
2026-05-27 06:08:34.576616488 UTC,Test3952.java,17086623364692227190,Unsat,,0.020498609s,0.131008269s,79,20,2
2026-05-27 06:08:41.865017833 UTC,Test3953.java,11241317182158806812,Unsat,,40.691841518s,40.794577216s,92,20,4
2026-05-27 06:09:29.803253671 UTC,Test3954.java,14661302454252943259,Unsat,,0.018100583s,0.110770759s,75,12,2
2026-05-27 06:09:36.89055306 UTC,Test3955.java,461740263083647922,Unsat,,0.023296692s,0.15282442s,112,20,2
2026-05-27 06:09:43.986677639 UTC,Test3956.java,13784927054346281793,Unsat,,0.023331604s,0.153330417s,95,20,4
2026-05-27 06:09:51.124665224 UTC,Test3957.java,6533561495088973300,Unsat,,0.707099247s,0.765989517s,82,8,2
2026-05-27 06:09:58.491101729 UTC,Test3958.java,1058621816021366996,Unsat,,0.024528897s,0.187681791s,122,36,5
2026-05-27 06:10:05.735255193 UTC,Test3959.java,18024475632163038151,Unsat,,0.021970352s,0.101917909s,55,12,5
2026-05-27 06:10:12.849410536 UTC,Test3960.java,10159591113058510272,Unsat,,0.028758981s,0.21414141s,55,20,2
