time-stamp,java-file,seed,smt-result,error-message,smt-time,total-time,data-nodes,ctrl-nodes,mem-nodes
2026-05-27 04:35:48.911466981 UTC,Test3555.java,9377982545399217193,Unsat,,0.034505426s,0.24998691s,169,48,8
2026-05-27 04:35:56.293138835 UTC,Test3556.java,14471628650042797070,VerificationError,"IfTrue: expected one successor but got: 2",0s,0.057130446s,51,13,2
2026-05-27 04:36:03.437032034 UTC,Test3557.java,11875152492717542286,Unsat,,21.098230296s,21.273362746s,67,32,11
2026-05-27 04:36:31.851339003 UTC,Test3558.java,11575498433191749603,Unsat,,0.020990134s,0.207263347s,71,20,2
2026-05-27 04:36:39.200109618 UTC,Test3559.java,1818140365715987236,Unsat,,0.022932518s,0.123732674s,78,24,4
2026-05-27 04:36:46.660272705 UTC,Test3560.java,5186706325048082744,Unsat,,0.011944022s,0.033198381s,6,4,2
2026-05-27 04:36:53.315713451 UTC,Test3561.java,17377254409904424007,Unsat,,0.016249027s,0.055878822s,38,4,2
2026-05-27 04:37:00.045927928 UTC,Test3562.java,12737427541080143792,Unsat,,0.022012554s,0.263536726s,99,20,2
2026-05-27 04:37:07.610354993 UTC,Test3563.java,1853435631086364047,Unsat,,0.01400443s,0.043628651s,20,4,2
2026-05-27 04:37:14.215832503 UTC,Test3564.java,15053514738311586689,Unsat,,0.025140493s,0.174689851s,101,20,4
2026-05-27 04:37:21.494312 UTC,Test3565.java,3331187613666971922,Unsat,,0.023410932s,0.165873431s,111,28,2
2026-05-27 04:37:28.971073932 UTC,Test3566.java,748388153870150676,Unsat,,0.040525644s,0.188378762s,135,28,4
2026-05-27 04:37:36.29594354 UTC,Test3567.java,9674534656261279760,Unsat,,0.028936044s,0.450158189s,138,53,2
2026-05-27 04:37:44.15116221 UTC,Test3568.java,1194478996411365148,Unsat,,0.020471989s,0.228059916s,77,20,2
2026-05-27 04:37:51.912025622 UTC,Test3569.java,17000190609744342924,Unsat,,0.016108318s,0.075763531s,35,12,2
2026-05-27 04:37:58.935787575 UTC,Test3570.java,13480503012386560753,Unknown,timeout,46.049426698s,46.169997572s,131,20,2
2026-05-27 04:38:52.105051595 UTC,Test3571.java,16489492084919670597,Unsat,,0.025994581s,0.210559419s,141,36,2
2026-05-27 04:38:59.405556383 UTC,Test3572.java,11004919847049301924,Unsat,,0.012554825s,0.04344689s,15,4,2
2026-05-27 04:39:06.024291995 UTC,Test3573.java,10931863015392660231,Unsat,,0.017128289s,0.066425655s,46,12,5
2026-05-27 04:39:12.778368286 UTC,Test3574.java,7002465020983781153,Unsat,,0.014075801s,0.054140871s,37,4,2
2026-05-27 04:39:19.803350294 UTC,Test3575.java,810434787625671227,Unsat,,0.029669785s,0.410688762s,105,36,2
2026-05-27 04:39:27.60793883 UTC,Test3576.java,2317243993354426749,Unsat,,0.021457024s,0.165739975s,94,28,2
2026-05-27 04:39:34.976723081 UTC,Test3577.java,453563114777432265,Unsat,,0.020044036s,0.140355261s,89,20,2
2026-05-27 04:39:42.337742276 UTC,Test3578.java,7512559945870585239,Unsat,,0.025902576s,0.153860757s,104,40,7
2026-05-27 04:39:49.757991701 UTC,Test3579.java,9238724157145682438,Unsat,,0.020829963s,0.138744205s,77,20,6
2026-05-27 04:39:57.105071858 UTC,Test3580.java,6519033105710964296,Unsat,,0.023724427s,0.197162753s,110,48,7
2026-05-27 04:40:04.571680495 UTC,Test3581.java,17684974255409267188,Unsat,,0.01784433s,0.073156284s,52,4,2
2026-05-27 04:40:11.243539965 UTC,Test3582.java,10238092547286568319,Unsat,,0.14350334s,0.312496476s,103,40,11
2026-05-27 04:40:18.616350782 UTC,Test3583.java,5611363482530606170,Unsat,,0.023142544s,0.129161736s,90,25,3
2026-05-27 04:40:25.694393354 UTC,Test3584.java,6203210505806756116,Unknown,timeout,46.136581324s,46.610657169s,157,65,4
2026-05-27 04:41:19.546742541 UTC,Test3585.java,4132126980815460308,Unsat,,0.030353394s,0.163730805s,118,20,2
2026-05-27 04:41:26.75466292 UTC,Test3586.java,13720070839653870033,Unsat,,0.024737014s,0.162658624s,76,40,12
2026-05-27 04:41:34.069018554 UTC,Test3587.java,17755878403670004094,Unsat,,0.02177276s,0.133327301s,90,24,7
2026-05-27 04:41:41.218166063 UTC,Test3588.java,12403529282135133713,Unsat,,0.012186778s,0.052708429s,28,8,2
2026-05-27 04:41:47.933901968 UTC,Test3589.java,8725454125663295864,Unsat,,0.015708921s,0.052148372s,29,4,2
2026-05-27 04:41:54.550542774 UTC,Test3590.java,3713619745820805049,Unsat,,0.024716126s,0.213482169s,135,28,4
2026-05-27 04:42:01.943637841 UTC,Test3591.java,13714457158944924393,Unsat,,4.056429366s,4.190490499s,121,24,6
2026-05-27 04:42:13.22032414 UTC,Test3592.java,3263020483342046483,Unsat,,0.023439782s,0.094840056s,57,12,5
2026-05-27 04:42:20.43071607 UTC,Test3593.java,2301237429717838985,Unsat,,0.017995133s,0.122372724s,68,20,2
2026-05-27 04:42:27.531285667 UTC,Test3594.java,12864824072721712373,Unknown,timeout,46.411972145s,46.565004575s,133,20,2
2026-05-27 04:43:21.088518893 UTC,Test3595.java,15455937283663279369,Unknown,timeout,45.651706666s,45.764124379s,78,12,6
2026-05-27 04:44:13.908998576 UTC,Test3596.java,9263811811465420264,Unsat,,1.959356363s,2.048490713s,83,24,6
2026-05-27 04:44:22.74261179 UTC,Test3597.java,16882626411139587841,Unsat,,0.030235732s,0.164546778s,123,40,5
2026-05-27 04:44:29.786710455 UTC,Test3598.java,3031884430369114246,Unsat,,0.024686878s,0.130396876s,73,45,10
2026-05-27 04:44:36.974776967 UTC,Test3599.java,16258831308557490722,Unsat,,0.014021661s,0.105665743s,39,12,2
2026-05-27 04:44:44.135791171 UTC,Test3600.java,1002499681809426898,Unsat,,0.022804684s,0.179035026s,107,28,2
2026-05-27 04:44:51.493988843 UTC,Test3601.java,12803375295388696240,Unsat,,0.019800802s,0.17808629s,68,12,4
2026-05-27 04:44:58.542626843 UTC,Test3602.java,17895717630203842236,Unsat,,0.738964447s,0.987101558s,154,64,6
2026-05-27 04:45:06.816638435 UTC,Test3603.java,9602128003670170326,Unsat,,0.033241459s,0.463867725s,134,59,15
2026-05-27 04:45:14.924828229 UTC,Test3604.java,882559192013011048,Unsat,,0.03694929s,0.240899446s,178,52,10
2026-05-27 04:45:23.012624587 UTC,Test3605.java,16845243088897852571,Unsat,,0.022900812s,0.246555552s,113,20,2
2026-05-27 04:45:30.613539622 UTC,Test3606.java,17844918134806686747,Unsat,,0.019129531s,0.097712213s,53,12,4
2026-05-27 04:45:37.833405516 UTC,Test3607.java,1080317493066414718,Unsat,,0.018090932s,0.096527538s,67,12,2
2026-05-27 04:45:45.262843711 UTC,Test3608.java,15900963551027771067,Unsat,,0.014945565s,0.050909229s,31,4,2
2026-05-27 04:45:52.057387607 UTC,Test3609.java,12500120101665662026,Unsat,,0.025318095s,0.129067946s,112,12,2
2026-05-27 04:45:59.373855802 UTC,Test3610.java,679085071146605279,Unsat,,0.020118893s,0.122541661s,87,20,2
2026-05-27 04:46:06.496688193 UTC,Test3611.java,4883054832351226686,Unsat,,0.023687997s,0.142723991s,99,20,2
2026-05-27 04:46:13.890759453 UTC,Test3612.java,6987225768725402140,Unsat,,0.020167359s,0.096279493s,57,12,2
2026-05-27 04:46:21.184549519 UTC,Test3613.java,11390455745483886156,Unsat,,0.022026153s,0.119433635s,90,12,2
2026-05-27 04:46:28.470555346 UTC,Test3614.java,14883311311861689156,Unsat,,0.019120995s,0.133829809s,94,20,2
2026-05-27 04:46:35.561682231 UTC,Test3615.java,2247979327967705032,Unsat,,0.671050733s,0.733183691s,72,12,2
2026-05-27 04:46:42.837720733 UTC,Test3616.java,4217898263467677477,Unsat,,0.020771956s,0.135066467s,93,20,2
2026-05-27 04:46:50.252554612 UTC,Test3617.java,8504151116874863415,Unsat,,0.019534538s,0.104496262s,81,12,4
2026-05-27 04:46:57.36652102 UTC,Test3618.java,7938087654272304504,Unsat,,0.013694365s,0.041403568s,18,4,2
2026-05-27 04:47:04.176915822 UTC,Test3619.java,5860059550398467071,Unsat,,0.021883122s,0.14854508s,101,20,2
2026-05-27 04:47:11.489652102 UTC,Test3620.java,9386264062501580212,Unsat,,0.018767238s,0.093639904s,57,12,2
2026-05-27 04:47:18.662006577 UTC,Test3621.java,15573595111137818382,Unsat,,0.029868063s,0.182843928s,127,73,21
2026-05-27 04:47:25.762569243 UTC,Test3622.java,1727327833677182572,Unknown,timeout,45.865566682s,45.931138241s,58,12,4
2026-05-27 04:48:18.331054206 UTC,Test3623.java,13088010193952713203,Unsat,,0.032911229s,0.226328735s,143,46,13
2026-05-27 04:48:25.899090917 UTC,Test3624.java,9962064831683819920,Unsat,,0.016219404s,0.072054023s,55,4,2
2026-05-27 04:48:32.661796225 UTC,Test3625.java,5817661565130110094,Unknown,timeout,49.076716107s,49.211801153s,105,24,13
2026-05-27 04:49:28.967916493 UTC,Test3626.java,2672466372181550001,Unsat,,0.013410994s,0.050474162s,22,4,2
2026-05-27 04:49:35.641319548 UTC,Test3627.java,11749121579768637477,Unsat,,0.011477515s,0.033148049s,8,4,2
2026-05-27 04:49:42.325037088 UTC,Test3628.java,6217896926388917866,Unknown,timeout,46.501220081s,47.049068365s,188,76,16
2026-05-27 04:50:36.769137594 UTC,Test3629.java,8468508373992955143,Unknown,timeout,45.403411817s,45.533308259s,84,44,12
2026-05-27 04:51:29.396832028 UTC,Test3630.java,5925377329137675966,Unsat,,0.014171288s,0.043844456s,20,4,2
2026-05-27 04:51:36.244270511 UTC,Test3631.java,7465876584927373737,Unsat,,0.012055354s,0.034741617s,6,4,2
2026-05-27 04:51:43.044260958 UTC,Test3632.java,2246341988605861831,Unsat,,0.013665106s,0.049259884s,14,4,2
2026-05-27 04:51:49.747548627 UTC,Test3633.java,3536883784308090312,Unsat,,0.018490826s,0.091757815s,58,4,2
2026-05-27 04:51:56.575554179 UTC,Test3634.java,7060028073698050389,Unsat,,0.014417675s,0.04769897s,22,4,2
2026-05-27 04:52:03.366121975 UTC,Test3635.java,8608439647736318420,Unsat,,0.025566911s,0.224621513s,137,36,2
2026-05-27 04:52:10.763226673 UTC,Test3636.java,311190369132808542,Unsat,,0.043666744s,0.189228167s,127,28,4
2026-05-27 04:52:18.266588067 UTC,Test3637.java,3338130388746860228,Unsat,,0.021636744s,0.101978827s,87,12,2
2026-05-27 04:52:25.631401409 UTC,Test3638.java,2425345424246779366,Unknown,timeout,45.842396706s,45.941945055s,86,20,2
2026-05-27 04:53:18.91663285 UTC,Test3639.java,3227338289799571876,Unsat,,0.027233269s,0.291227604s,99,28,2
2026-05-27 04:53:26.688077634 UTC,Test3640.java,12677910715583806315,Unsat,,0.015068848s,0.055163975s,40,4,2
2026-05-27 04:53:33.435666021 UTC,Test3641.java,15246128922591523257,Unsat,,0.018204479s,0.082387377s,49,17,2
2026-05-27 04:53:40.662663411 UTC,Test3642.java,6834544401081305865,Unsat,,0.019644384s,0.074629934s,84,8,2
2026-05-27 04:53:47.453416855 UTC,Test3643.java,15398842282444955481,Unsat,,0.068932659s,0.15166317s,70,24,7
2026-05-27 04:53:54.67072126 UTC,Test3644.java,12122100431421086236,Unsat,,0.017482894s,0.073006695s,40,4,2
2026-05-27 04:54:01.347679285 UTC,Test3645.java,13548754239669261666,Unsat,,0.035035372s,0.230280498s,129,60,20
2026-05-27 04:54:08.570086998 UTC,Test3646.java,11515738683577382222,Unsat,,0.016700406s,0.090676481s,72,4,2
2026-05-27 04:54:15.21800713 UTC,Test3647.java,13611131331546202924,Unsat,,0.019692277s,0.115071517s,90,12,3
2026-05-27 04:54:22.447712801 UTC,Test3648.java,11789931435882855486,Unsat,,0.022086627s,0.142449786s,97,20,2
2026-05-27 04:54:29.705331542 UTC,Test3649.java,6336969409743650981,Unsat,,0.021993972s,0.123541687s,83,12,2
2026-05-27 04:54:36.934836566 UTC,Test3650.java,5201659475310654523,Unsat,,0.015088541s,0.071813462s,53,4,5
2026-05-27 04:54:43.62755197 UTC,Test3651.java,12732986668442825316,Unsat,,0.021859525s,0.174437779s,60,12,2
2026-05-27 04:54:50.865107063 UTC,Test3652.java,9161301188185635556,Unsat,,0.014421404s,0.049198895s,28,4,2
2026-05-27 04:54:57.612361737 UTC,Test3653.java,14900772134661735019,Unsat,,0.024720686s,0.209216623s,144,36,2
2026-05-27 04:55:04.98139972 UTC,Test3654.java,10412573472506842363,Unknown,timeout,45.888399518s,46.014577266s,111,28,2
2026-05-27 04:55:58.0899133 UTC,Test3655.java,17540804906587338150,Unsat,,0.032623739s,0.212310919s,128,48,15
2026-05-27 04:56:05.334091087 UTC,Test3656.java,12344519171841358315,Unsat,,0.013182742s,0.044628252s,25,4,2
2026-05-27 04:56:12.063971215 UTC,Test3657.java,12253536249662011699,Unsat,,0.016471049s,0.072578451s,62,4,2
2026-05-27 04:56:18.817630551 UTC,Test3658.java,2725148761438866214,Unsat,,0.016115995s,0.042775884s,20,4,2
2026-05-27 04:56:25.564298501 UTC,Test3659.java,12440979428000644497,Unsat,,0.026049496s,0.146071345s,113,20,2
2026-05-27 04:56:32.736443031 UTC,Test3660.java,2816464498685991354,Unsat,,0.015529114s,0.056688543s,41,4,2
2026-05-27 04:56:39.439547052 UTC,Test3661.java,15193169815023459877,Unsat,,0.022335699s,0.114573499s,97,13,2
2026-05-27 04:56:46.555959397 UTC,Test3662.java,301660857613130921,Unsat,,0.018638437s,0.085601114s,69,4,3
2026-05-27 04:56:53.540888064 UTC,Test3663.java,1411098838959323232,Unsat,,0.014081826s,0.053992595s,27,4,2
2026-05-27 04:57:00.170811716 UTC,Test3664.java,5603537474864470982,Unsat,,0.016139459s,0.08298845s,55,12,2
2026-05-27 04:57:06.911557013 UTC,Test3665.java,17326498368191177764,Unsat,,0.034192543s,0.295693843s,103,20,2
2026-05-27 04:57:14.812363796 UTC,Test3666.java,1148688953765763158,Unsat,,0.046054713s,0.213087724s,137,28,2
2026-05-27 04:57:22.236276364 UTC,Test3667.java,17121290016133340047,Unsat,,0.03523619s,0.222118825s,130,49,15
2026-05-27 04:57:29.903545287 UTC,Test3668.java,3439793123401110587,Unsat,,0.023443169s,0.150928948s,105,20,2
2026-05-27 04:57:37.196967103 UTC,Test3669.java,12236675817255531037,Unsat,,0.022660683s,0.160157349s,109,20,2
2026-05-27 04:57:44.57257276 UTC,Test3670.java,8562908534248331111,Unsat,,0.022393549s,0.120640451s,91,12,2
2026-05-27 04:57:51.818631134 UTC,Test3671.java,8343296685485432402,Unsat,,0.030045746s,0.19072506s,107,28,2
2026-05-27 04:57:59.111145936 UTC,Test3672.java,8944533858513066865,Unsat,,0.015506747s,0.066911289s,50,4,2
2026-05-27 04:58:05.915332338 UTC,Test3673.java,9579824008515521682,Unsat,,0.021048384s,0.122305586s,87,20,2
2026-05-27 04:58:12.97535481 UTC,Test3674.java,9076323027115674405,Unsat,,0.026196842s,0.171456168s,123,20,2
2026-05-27 04:58:20.239697906 UTC,Test3675.java,6251418702245197743,Unsat,,0.018707609s,0.102127385s,99,12,4
2026-05-27 04:58:27.333619076 UTC,Test3676.java,6206712099829008137,Unsat,,0.01310856s,0.043278115s,24,4,2
2026-05-27 04:58:34.128141449 UTC,Test3677.java,16024723359431151081,Unknown,timeout,45.488309872s,45.671033186s,156,35,18
2026-05-27 04:59:27.205241797 UTC,Test3678.java,12430780751363070401,Unsat,,0.01873994s,0.10027512s,67,12,2
2026-05-27 04:59:34.609839107 UTC,Test3679.java,2343804304732159181,Unsat,,0.019582786s,0.213897606s,55,24,6
2026-05-27 04:59:41.742920243 UTC,Test3680.java,7181381249299351142,Unsat,,0.012049465s,0.039661839s,16,4,2
2026-05-27 04:59:48.626097455 UTC,Test3681.java,6267290778165827813,Unknown,timeout,45.644359461s,45.762368723s,100,20,2
2026-05-27 05:00:41.622126454 UTC,Test3682.java,16472454486737687971,Unsat,,0.02457552s,0.163396404s,115,20,2
2026-05-27 05:00:49.023745308 UTC,Test3683.java,14242963183238475683,Unsat,,0.025610593s,0.094419804s,50,24,5
2026-05-27 05:00:55.941255951 UTC,Test3684.java,12514801920610528861,Unsat,,0.013028289s,0.037890129s,11,4,2
2026-05-27 05:01:02.708875808 UTC,Test3685.java,2575999263768673195,Unsat,,0.049477662s,0.177767805s,100,52,7
2026-05-27 05:01:10.135047231 UTC,Test3686.java,1706891768139122821,Unsat,,0.011805454s,0.042717416s,12,4,2
2026-05-27 05:01:17.014942811 UTC,Test3687.java,1230586766749358183,Unsat,,0.023528504s,0.169355582s,77,20,2
2026-05-27 05:01:24.325410703 UTC,Test3688.java,1120700214211522211,Unknown,timeout,46.734064535s,46.878146347s,127,28,4
2026-05-27 05:02:18.481128967 UTC,Test3689.java,9909804646120280477,Unsat,,0.024147951s,0.167476215s,112,28,2
2026-05-27 05:02:25.700816554 UTC,Test3690.java,5215075870008706657,Unsat,,0.029783422s,0.527988538s,173,36,6
2026-05-27 05:02:33.837486925 UTC,Test3691.java,16959757842612855599,Unsat,,0.02320541s,0.09601331s,70,12,3
2026-05-27 05:02:41.258709598 UTC,Test3692.java,12657912653016455728,Unsat,,0.013840413s,0.044377382s,18,4,2
2026-05-27 05:02:48.020571704 UTC,Test3693.java,7722919959219047250,Unsat,,0.014891157s,0.068220963s,34,4,4
2026-05-27 05:02:54.813166931 UTC,Test3694.java,2361331490741542484,Unknown,timeout,46.00489019s,46.411157827s,178,28,3
2026-05-27 05:03:48.870339373 UTC,Test3695.java,14136833726494210442,Unsat,,7.428831486s,7.634684562s,160,72,13
2026-05-27 05:04:03.751874584 UTC,Test3696.java,255609608845015761,Unknown,timeout,45.563851965s,45.634504681s,52,12,2
2026-05-27 05:04:56.140981704 UTC,Test3697.java,13560855609325770689,Unsat,,0.015669144s,0.052163372s,20,4,2
2026-05-27 05:05:02.820821466 UTC,Test3698.java,10188832811532322301,Unsat,,0.037626583s,0.245116327s,155,68,15
2026-05-27 05:05:10.367070792 UTC,Test3699.java,3180376345801241339,Unsat,,0.031760031s,0.429914455s,144,48,9
2026-05-27 05:05:18.130897649 UTC,Test3700.java,15927271629424250085,Unsat,,0.023643054s,0.155041337s,93,36,6
2026-05-27 05:05:25.456052914 UTC,Test3701.java,8730051350160997308,Unknown,timeout,46.538905922s,47.07338423s,169,76,11
2026-05-27 05:06:19.942943083 UTC,Test3702.java,9220697221977171157,Unsat,,0.022904462s,0.293339045s,103,29,2
2026-05-27 05:06:27.45470412 UTC,Test3703.java,12049145920824374950,Unsat,,0.015966075s,0.083488117s,51,12,2
2026-05-27 05:06:34.68537443 UTC,Test3704.java,14140745683051766115,Unsat,,0.013401569s,0.038916218s,10,4,2
2026-05-27 05:06:41.592687312 UTC,Test3705.java,10319530877842720342,Unsat,,0.018325625s,0.074678589s,41,4,2
2026-05-27 05:06:48.76873335 UTC,Test3706.java,15537657301971455806,Unknown,timeout,45.141430951s,45.190060394s,48,16,6
2026-05-27 05:07:40.794117824 UTC,Test3707.java,7561577350576994549,Unsat,,0.011415716s,0.066861929s,6,4,2
2026-05-27 05:07:47.722175349 UTC,Test3708.java,6903980427930901879,Unknown,timeout,46.381138387s,47.350364073s,273,148,16
2026-05-27 05:08:42.378973096 UTC,Test3709.java,11615989538833124292,Unsat,,0.018825331s,0.110188967s,85,12,2
2026-05-27 05:08:49.56355884 UTC,Test3710.java,14152558381014156903,Unknown,timeout,45.891562818s,46.033091397s,125,28,19
2026-05-27 05:09:42.306885021 UTC,Test3711.java,4709872377692532596,Unsat,,0.025416156s,0.162297506s,111,28,2
2026-05-27 05:09:49.767568697 UTC,Test3712.java,2055289258182341646,Unsat,,0.020368218s,0.109874291s,61,20,2
2026-05-27 05:09:56.713657804 UTC,Test3713.java,17049250222736792130,Unsat,,0.570094599s,0.613614983s,35,4,2
2026-05-27 05:10:04.086783925 UTC,Test3714.java,11767364268519275491,Unsat,,0.018511864s,0.068985592s,44,4,2
2026-05-27 05:10:10.874104607 UTC,Test3715.java,10128229658689944132,Unsat,,1.94898164s,2.524244975s,205,101,18
2026-05-27 05:10:20.947957092 UTC,Test3716.java,12884203711282010627,Unsat,,0.011763231s,0.033569248s,4,4,2
2026-05-27 05:10:27.689451155 UTC,Test3717.java,18069044290624171592,Unsat,,0.015151083s,0.062090756s,40,4,2
2026-05-27 05:10:34.490207007 UTC,Test3718.java,7302769512886469495,Unsat,,0.03358084s,0.229313734s,164,40,6
2026-05-27 05:10:41.820389225 UTC,Test3719.java,17276924378312843986,Unsat,,6.074797357s,6.296435612s,144,56,20
2026-05-27 05:10:55.375638918 UTC,Test3720.java,4345241488274438897,Unsat,,0.017655816s,0.056956966s,39,8,2
2026-05-27 05:11:02.012155754 UTC,Test3721.java,18432002430991949262,Unsat,,0.038235413s,0.176395241s,126,36,12
2026-05-27 05:11:09.365863525 UTC,Test3722.java,10563197377291975144,Unknown,timeout,46.099448211s,46.190296808s,91,12,2
2026-05-27 05:12:02.71611938 UTC,Test3723.java,10131566213690936991,Unsat,,0.039599952s,0.201788068s,139,28,2
2026-05-27 05:12:09.946611911 UTC,Test3724.java,16841506786947275166,Unsat,,0.02233775s,0.135654106s,79,32,2
2026-05-27 05:12:17.281896862 UTC,Test3725.java,1467744320320105123,Unsat,,0.019885678s,0.118782568s,73,20,2
2026-05-27 05:12:24.487261934 UTC,Test3726.java,618031048261693073,Unsat,,0.012099436s,0.053173671s,48,17,4
2026-05-27 05:12:31.451251085 UTC,Test3727.java,2541100023750124552,Unsat,,0.023256963s,0.148657654s,128,20,2
2026-05-27 05:12:38.942681219 UTC,Test3728.java,5636025969264912365,Unsat,,0.722740537s,0.770686771s,51,4,2
2026-05-27 05:12:46.38397102 UTC,Test3729.java,18026686341528685739,Unsat,,0.012490672s,0.067719367s,50,4,2
2026-05-27 05:12:53.256216121 UTC,Test3730.java,1621937272080973194,Unsat,,0.035784427s,0.366454397s,132,32,9
2026-05-27 05:13:01.069743112 UTC,Test3731.java,2741532503266264887,Unsat,,0.025888512s,0.157145422s,117,20,2
2026-05-27 05:13:08.421883239 UTC,Test3732.java,5787603474738326451,Unsat,,0.017230979s,0.088758185s,64,4,2
2026-05-27 05:13:15.258063441 UTC,Test3733.java,17866193212372558986,Unsat,,0.024540234s,0.168680933s,129,28,2
2026-05-27 05:13:22.660963866 UTC,Test3734.java,11884070953106340819,Unsat,,0.026919575s,0.321828202s,107,20,6
2026-05-27 05:13:30.58064354 UTC,Test3735.java,8318922511680901279,Unsat,,0.05026053s,0.213570803s,139,28,2
2026-05-27 05:13:37.947999006 UTC,Test3736.java,15095063800406571373,Unsat,,0.021303291s,0.085686165s,61,12,2
2026-05-27 05:13:45.373171764 UTC,Test3737.java,5818839640964027807,Unsat,,0.011945022s,0.099926768s,35,8,2
2026-05-27 05:13:52.523908248 UTC,Test3738.java,5238323866166161644,Unsat,,0.019216962s,0.126147814s,77,20,2
2026-05-27 05:13:59.884178053 UTC,Test3739.java,1807525534344752247,Unsat,,0.02463076s,0.132120101s,109,20,2
2026-05-27 05:14:07.285938583 UTC,Test3740.java,2371118539743961405,Unknown,timeout,45.250819822s,45.349292073s,85,24,14
2026-05-27 05:14:59.447278663 UTC,Test3741.java,15557223645905036203,Unsat,,0.026415591s,0.188709751s,152,37,3
2026-05-27 05:15:06.89778512 UTC,Test3742.java,3155783873394860333,Unsat,,0.033011872s,0.237889641s,139,36,4
2026-05-27 05:15:14.114585163 UTC,Test3743.java,5185142487273962906,Unsat,,0.019029954s,0.145665666s,97,32,2
2026-05-27 05:15:21.070127691 UTC,Test3744.java,4279207152286534202,Unsat,,0.020146104s,0.125050596s,85,20,2
2026-05-27 05:15:28.024537306 UTC,Test3745.java,4320690498318011749,Unsat,,0.025079397s,0.131783808s,101,24,2
2026-05-27 05:15:34.968390334 UTC,Test3746.java,6741881309002899914,Unsat,,11.77394545s,12.244537454s,157,85,18
2026-05-27 05:15:54.5230308 UTC,Test3747.java,15829884395677933014,Unsat,,0.021091803s,0.165186185s,87,28,2
2026-05-27 05:16:02.057888962 UTC,Test3748.java,2498103232449093424,Unsat,,0.025649474s,0.179755281s,129,20,2
2026-05-27 05:16:09.584252862 UTC,Test3749.java,10264447748528842107,Unsat,,2.89085141s,3.142656399s,142,108,20
2026-05-27 05:16:19.96699238 UTC,Test3750.java,12197141100792721688,Unsat,,0.025067631s,0.165115651s,96,20,3
2026-05-27 05:16:27.119707451 UTC,Test3751.java,2884338247074057086,Unsat,,0.029476626s,0.200937441s,137,28,2
2026-05-27 05:16:34.390824968 UTC,Test3752.java,1691895608021680803,Unsat,,0.033278937s,0.45600956s,145,28,3
2026-05-27 05:16:42.231511145 UTC,Test3753.java,7704755588825364410,Unsat,,0.035347641s,0.191430648s,119,36,15
2026-05-27 05:16:49.647632595 UTC,Test3754.java,5688063781921744811,Unsat,,0.027047443s,0.164847391s,97,32,13
2026-05-27 05:16:56.928998183 UTC,Test3755.java,3198834594086364879,Unsat,,0.016799849s,0.084115959s,50,12,3
2026-05-27 05:17:04.062993589 UTC,Test3756.java,16674790337882513530,Unsat,,0.01544494s,0.054650463s,28,4,2
2026-05-27 05:17:10.897605572 UTC,Test3757.java,9047205241990322964,Unsat,,0.022120658s,0.13942066s,106,40,7
2026-05-27 05:17:18.306443718 UTC,Test3758.java,12379462136882595597,Unsat,,0.018266825s,0.092433347s,73,12,2
2026-05-27 05:17:25.736496331 UTC,Test3759.java,7381575808397322367,Unsat,,0.027438181s,0.1942234s,165,28,2
2026-05-27 05:17:33.057239853 UTC,Test3760.java,16564589998589705784,Unsat,,0.022916524s,0.147683445s,101,38,5
2026-05-27 05:17:40.550842884 UTC,Test3761.java,9335565218553364880,Unsat,,0.029539452s,0.241283649s,134,52,11
2026-05-27 05:17:47.765598372 UTC,Test3762.java,7719747351789534297,Unknown,timeout,46.270983647s,46.537515757s,180,77,15
2026-05-27 05:18:41.591997395 UTC,Test3763.java,5477185909546524795,Unsat,,0.023086672s,0.153834825s,107,20,2
2026-05-27 05:18:48.960429067 UTC,Test3764.java,13695572358099280455,Unknown,timeout,45.324331867s,45.436814241s,103,35,9
2026-05-27 05:19:41.615022709 UTC,Test3765.java,11255859055571352671,Unsat,,0.015394795s,0.054966717s,16,4,2
2026-05-27 05:19:48.621710592 UTC,Test3766.java,3971901791095949187,Unknown,timeout,48.578122374s,48.843926293s,175,68,17
2026-05-27 05:20:44.622459418 UTC,Test3767.java,6603137898239976063,Unknown,timeout,45.646831712s,45.749829813s,94,20,2
2026-05-27 05:21:37.578933478 UTC,Test3768.java,1069930168919144758,Unsat,,0.022201891s,0.16452564s,104,20,4
2026-05-27 05:21:44.898523834 UTC,Test3769.java,12424135117842182604,Unsat,,0.027646842s,0.108178858s,64,12,3
2026-05-27 05:21:52.115925103 UTC,Test3770.java,2909488591036215411,Unsat,,0.015152777s,0.065914364s,45,4,2
2026-05-27 05:21:58.811964162 UTC,Test3771.java,16178792341535524248,Unsat,,0.014346501s,0.04408735s,16,4,2
2026-05-27 05:22:05.572258492 UTC,Test3772.java,19813258503574204,Unsat,,0.017365631s,0.119619245s,70,12,5
2026-05-27 05:22:12.868407336 UTC,Test3773.java,5864883670134548753,Unsat,,0.01132192s,0.038691152s,6,4,2
2026-05-27 05:22:19.741250771 UTC,Test3774.java,2882880106791683444,Unsat,,0.019595999s,0.116318276s,75,20,2
2026-05-27 05:22:26.909508535 UTC,Test3775.java,12257546153800634531,Unsat,,0.017249403s,0.065675943s,47,4,2
2026-05-27 05:22:33.694528685 UTC,Test3776.java,4081959904316839361,Unknown,timeout,59.420546566s,59.510211894s,106,12,4
2026-05-27 05:23:40.040339215 UTC,Test3777.java,6627799843236764390,Unsat,,0.016178468s,0.059650399s,38,4,4
